VisCanvas Save File Format,,Extent,ShapeFactor4,Solidity,Perimeter,Area,ConvexArea,EquivDiameter,roundness,MajorAxisLength,MinorAxisLength,ShapeFactor1,AspectRation,Eccentricity,Compactness,ShapeFactor3,ShapeFactor2
SEKER,170,0.789083,0.99922,0.991067,662.146,34060,34367,208.246,0.976218,220.438,196.882,0.00647206,1.11965,0.44978,0.944692,0.892443,0.00317968
SEKER,171,0.801741,0.998767,0.991794,668.346,34082,34364,208.314,0.958809,230.627,188.391,0.00676683,1.22419,0.576828,0.903249,0.815859,0.0027784
SEKER,172,0.762251,0.998699,0.988262,680.595,34097,34502,208.359,0.925014,227.819,190.81,0.0066815,1.19396,0.546359,0.914583,0.836461,0.00288367
SEKER,173,0.798427,0.998304,0.990791,667.289,34104,34421,208.381,0.96247,229.479,189.544,0.00672879,1.21069,0.563705,0.908062,0.824576,0.00282214
SEKER,174,0.774662,0.999025,0.989012,673.914,34113,34492,208.408,0.943889,221.242,196.51,0.00648557,1.12586,0.459432,0.941991,0.887347,0.00315003
SEKER,175,0.795515,0.998456,0.992382,666.585,34130,34392,208.46,0.965239,235.541,184.778,0.0069013,1.27473,0.620151,0.885026,0.783271,0.00261177
SEKER,176,0.770625,0.999524,0.990079,668.091,34131,34473,208.463,0.960921,224.338,193.804,0.00657285,1.15755,0.503674,0.929237,0.863482,0.00302302
SEKER,177,0.750456,0.998842,0.987594,674.271,34151,34580,208.524,0.94394,231.514,188.036,0.00677912,1.23122,0.583377,0.9007,0.811261,0.00275216
SEKER,178,0.778211,0.998533,0.993079,662.129,34151,34389,208.524,0.978877,226.525,192.236,0.00663304,1.17837,0.528983,0.920536,0.847387,0.00293803
SEKER,179,0.778016,0.998805,0.988518,677.064,34179,34576,208.61,0.936936,225.061,193.593,0.00658476,1.16255,0.509988,0.926905,0.859154,0.00299821
SEKER,180,0.77198,0.99942,0.992626,661.403,34191,34445,208.646,0.982176,223.981,194.475,0.00655087,1.15172,0.496102,0.931537,0.867761,0.00304284
SEKER,181,0.757731,0.997818,0.991076,668.737,34207,34515,208.695,0.961201,228.032,191.415,0.00666625,1.1913,0.54348,0.9152,0.83759,0.00288486
SEKER,182,0.774299,0.998849,0.993783,661.138,34207,34421,208.695,0.983424,226.874,192.195,0.00663237,1.18044,0.531362,0.919875,0.84617,0.0029293
SEKER,183,0.773753,0.999417,0.989675,677.527,34220,34577,208.735,0.936778,233.183,186.959,0.00681423,1.24724,0.597633,0.895155,0.801302,0.00269892
SEKER,184,0.784333,0.999459,0.989762,671.994,34222,34576,208.741,0.952323,223.298,195.238,0.00652499,1.14372,0.485316,0.934808,0.873866,0.00307361
SEKER,185,0.769554,0.998021,0.992147,666.439,34239,34510,208.793,0.968746,232.686,187.724,0.00679594,1.23951,0.590865,0.897315,0.805174,0.00271775
SEKER,186,0.779558,0.998232,0.986007,684.324,34246,34732,208.814,0.918959,229.909,189.991,0.00671344,1.2101,0.563117,0.908249,0.824916,0.00281802
SEKER,187,0.792894,0.999529,0.991232,672.539,34253,34556,208.836,0.951642,228.004,191.369,0.00665648,1.19144,0.543638,0.915928,0.838924,0.00288981
SEKER,188,0.775363,0.99898,0.990716,668.704,34254,34575,208.839,0.962617,223.969,194.929,0.00653847,1.14898,0.49245,0.932445,0.869453,0.00304894
SEKER,189,0.770125,0.999114,0.989487,676.402,34259,34623,208.854,0.940968,227.545,191.868,0.0066419,1.18594,0.537585,0.917857,0.842462,0.00290786
SEKER,190,0.763113,0.998419,0.9867,689.626,34276,34738,208.906,0.905676,229.559,190.412,0.00669737,1.20559,0.558556,0.91003,0.828155,0.0028334
SEKER,191,0.782043,0.998225,0.990525,671.507,34291,34619,208.951,0.955628,230.658,189.624,0.00672649,1.2164,0.569344,0.905892,0.820641,0.00279431
SEKER,192,0.796976,0.99819,0.991705,671.844,34313,34600,209.018,0.955282,220.934,198.104,0.00643878,1.11524,0.442709,0.946067,0.895043,0.00318179
SEKER,193,0.787468,0.999154,0.990448,669.531,34321,34652,209.043,0.962118,227.996,191.827,0.00664304,1.18855,0.54047,0.916871,0.840652,0.00289587
SEKER,194,0.793596,0.998795,0.988852,677.311,34327,34714,209.061,0.940307,231.158,189.304,0.006734,1.22109,0.573881,0.904407,0.817952,0.00277913
SEKER,195,0.779056,0.999165,0.992513,665.686,34333,34592,209.079,0.973605,229.215,190.872,0.00667623,1.20088,0.553694,0.912154,0.832025,0.00285091
SEKER,196,0.809797,0.997974,0.992887,667.785,34337,34583,209.091,0.967607,229.807,190.63,0.00669269,1.20551,0.558475,0.909858,0.827841,0.00282927
SEKER,197,0.783365,0.999211,0.991456,674.863,34349,34645,209.128,0.947748,238.231,183.725,0.00693561,1.29667,0.636588,0.877836,0.770596,0.00254049
SEKER,198,0.793933,0.998525,0.989384,680.24,34390,34759,209.253,0.933937,245.015,178.975,0.00712459,1.36899,0.682951,0.854042,0.729387,0.00233806
SEKER,199,0.781682,0.998601,0.990325,669.762,34394,34730,209.265,0.9635,230.921,189.905,0.006714,1.21598,0.568936,0.906218,0.821231,0.00279313
SEKER,200,0.791235,0.998963,0.992985,665.156,34395,34638,209.268,0.976918,231.717,189.19,0.00673694,1.22479,0.57739,0.903118,0.815622,0.00276453
SEKER,201,0.772203,0.998276,0.989102,678.85,34397,34776,209.274,0.937957,229.775,190.932,0.00668008,1.20344,0.556345,0.910779,0.829519,0.0028354
SEKER,202,0.800698,0.997533,0.988736,684.481,34410,34802,209.314,0.922936,232.458,188.94,0.00675553,1.23033,0.582556,0.900436,0.810786,0.00273938
SEKER,203,0.78746,0.999343,0.992358,667.199,34412,34677,209.32,0.971424,233.959,187.398,0.00679876,1.24846,0.598681,0.894685,0.800462,0.00268714
SEKER,204,0.775203,0.999494,0.986642,687.797,34419,34885,209.341,0.914298,224.143,195.615,0.0065122,1.14584,0.488214,0.933961,0.872282,0.00305648
SEKER,205,0.755708,0.996975,0.99019,678.034,34421,34762,209.347,0.940872,232.404,189.15,0.00675181,1.22868,0.581028,0.90079,0.811422,0.00274216
SEKER,206,0.758929,0.9992,0.98948,680.503,34425,34791,209.359,0.934165,232.646,188.554,0.00675804,1.23384,0.585768,0.899906,0.809831,0.00273394
SEKER,207,0.77777,0.997023,0.98625,688.178,34428,34908,209.368,0.913524,229.732,191.379,0.00667284,1.20041,0.553195,0.911357,0.830572,0.00283952
SEKER,208,0.790874,0.999113,0.988945,675.683,34441,34826,209.408,0.947981,228.698,191.915,0.00664028,1.19166,0.543877,0.915653,0.83842,0.00287932
SEKER,209,0.78465,0.996552,0.987641,684.507,34443,34874,209.414,0.923751,234.607,187.573,0.00681147,1.25075,0.600643,0.892615,0.796761,0.00266733
SEKER,210,0.745784,0.99757,0.988351,682.912,34447,34853,209.426,0.928179,225.087,195.329,0.00653431,1.15235,0.496927,0.930421,0.865683,0.00302063
SEKER,211,0.770181,0.998204,0.99337,675.775,34461,34691,209.469,0.948273,246.725,178.158,0.00715955,1.38487,0.6918,0.848995,0.720792,0.00229449
SEKER,212,0.789668,0.998375,0.991999,666.834,34469,34747,209.493,0.974099,230.158,190.994,0.00667725,1.20506,0.558005,0.910214,0.828489,0.00282716
SEKER,213,0.793308,0.999338,0.991373,672.3,34474,34774,209.508,0.958463,225.649,194.65,0.0065455,1.15926,0.505848,0.928467,0.862052,0.00300047
SEKER,214,0.776464,0.998546,0.988445,677.676,34475,34878,209.511,0.943344,241.043,182.369,0.00699183,1.32173,0.653898,0.869185,0.755483,0.00246161
SEKER,215,0.740678,0.996018,0.983795,687.567,34483,35051,209.535,0.916611,233.741,188.588,0.00677843,1.23943,0.59079,0.896444,0.803612,0.00270024
SEKER,216,0.785851,0.998693,0.990295,674.657,34491,34829,209.56,0.952247,233.183,188.576,0.00676069,1.23654,0.588213,0.898693,0.807649,0.0027203
SEKER,217,0.747725,0.99906,0.98905,678.24,34503,34885,209.596,0.94254,236.545,185.893,0.00685577,1.27248,0.618395,0.886075,0.785129,0.00260686
SEKER,218,0.783654,0.999176,0.992322,668.332,34509,34776,209.614,0.970863,230.329,190.92,0.00667448,1.20642,0.559399,0.910064,0.828216,0.00282412
SEKER,219,0.7858,0.99938,0.991128,667.908,34521,34830,209.651,0.972434,224.755,195.683,0.00651068,1.14857,0.491905,0.932796,0.870109,0.00304056
SEKER,220,0.785864,0.998942,0.989822,673.987,34523,34878,209.657,0.955026,231.917,189.734,0.00671775,1.22233,0.575059,0.904017,0.817247,0.00276765
SEKER,221,0.768334,0.999407,0.985024,689.551,34532,35057,209.684,0.912639,217.022,202.715,0.00628467,1.07058,0.357077,0.966189,0.933521,0.00337839
SEKER,222,0.769195,0.999199,0.991874,670.896,34543,34826,209.718,0.964405,235.018,187.291,0.00680364,1.25483,0.604082,0.892347,0.796284,0.00266107
SEKER,223,0.786785,0.998967,0.991845,669.456,34543,34827,209.718,0.968558,226.975,193.973,0.00657081,1.17014,0.519292,0.923966,0.853714,0.00295409
SEKER,224,0.781432,0.999034,0.992711,670.069,34594,34848,209.872,0.968215,233.441,188.866,0.00674802,1.23601,0.587736,0.899039,0.808271,0.00271938
SEKER,225,0.77779,0.999444,0.990865,673.252,34600,34919,209.891,0.959247,231.435,190.458,0.00668887,1.21515,0.568123,0.90691,0.822486,0.00279119
SEKER,226,0.78062,0.998816,0.987246,685.556,34601,35048,209.894,0.925151,226.52,194.719,0.00654662,1.16332,0.510949,0.926603,0.858593,0.00297695
SEKER,227,0.763726,0.998887,0.988917,683.382,34622,35010,209.957,0.931612,235.929,187.053,0.00681442,1.26129,0.609434,0.889918,0.791955,0.00263639
SEKER,228,0.759576,0.998347,0.990219,675.213,34623,34965,209.96,0.954318,228.194,193.503,0.00659083,1.17928,0.530035,0.920095,0.846574,0.00291373
SEKER,229,0.761848,0.998184,0.99178,667.845,34626,34913,209.97,0.975575,231.888,190.468,0.00669695,1.21746,0.570383,0.905476,0.819888,0.00277693
SEKER,230,0.745816,0.99706,0.991809,670.997,34629,34915,209.979,0.966515,233.131,189.683,0.00673225,1.22906,0.581381,0.900688,0.81124,0.00273299
SEKER,231,0.760686,0.999294,0.990788,670.02,34631,34953,209.985,0.969392,229.337,192.401,0.0066223,1.19197,0.544213,0.915617,0.838355,0.00287107
SEKER,232,0.764013,0.99896,0.991583,667.638,34635,34929,209.997,0.976434,227.063,194.415,0.00655589,1.16793,0.516618,0.924838,0.855326,0.00295852
SEKER,233,0.757877,0.997758,0.989968,677.314,34638,34989,210.006,0.948817,234.69,188.34,0.00677552,1.2461,0.596648,0.894821,0.800704,0.00267958
SEKER,234,0.7978,0.998228,0.989496,681.015,34666,35034,210.091,0.939291,225.793,195.828,0.00651338,1.15302,0.497803,0.930459,0.865753,0.00301144
SEKER,235,0.76577,0.998556,0.990176,674.874,34671,35015,210.106,0.956601,235.59,187.65,0.006795,1.25547,0.604624,0.89183,0.795361,0.00265154
SEKER,236,0.777907,0.998862,0.991253,668.424,34676,34982,210.121,0.975292,226.448,195.194,0.00653038,1.16012,0.506938,0.927902,0.861002,0.00298625
SEKER,237,0.775943,0.998396,0.99253,669.575,34680,34941,210.133,0.972054,231.262,191.241,0.00666847,1.20927,0.562284,0.908635,0.825618,0.00280391
SEKER,238,0.747877,0.997924,0.987085,690.412,34700,35154,210.194,0.914793,233.63,189.502,0.00673286,1.23286,0.584881,0.899686,0.809435,0.00272109
SEKER,239,0.77324,0.99847,0.990807,676.387,34703,35025,210.203,0.953205,230.769,191.763,0.00664984,1.20341,0.556315,0.910879,0.8297,0.00282379
SEKER,240,0.790376,0.998978,0.992085,670.391,34722,34999,210.26,0.970864,227.259,194.732,0.00654511,1.16704,0.515532,0.9252,0.855995,0.00295828
SEKER,241,0.777144,0.997912,0.99104,671.193,34729,35043,210.282,0.96874,228.81,193.658,0.00658845,1.18152,0.532599,0.919022,0.844601,0.00289912
SEKER,242,0.777808,0.999094,0.991833,670.564,34733,35019,210.294,0.97067,228.327,193.86,0.00657378,1.17779,0.528321,0.921019,0.848276,0.00291789
SEKER,243,0.784144,0.999489,0.991553,672.202,34747,35043,210.336,0.966335,234.54,188.726,0.00674995,1.24276,0.593732,0.896801,0.804252,0.00269317
SEKER,244,0.770466,0.999208,0.991497,669.267,34748,35046,210.339,0.974857,221.09,200.269,0.00636268,1.10397,0.423654,0.951371,0.905107,0.00321529
SEKER,245,0.805069,0.998506,0.990282,675.599,34750,35091,210.345,0.956724,223.199,198.528,0.00642299,1.12427,0.456998,0.942411,0.888139,0.00312521
SEKER,246,0.786411,0.998504,0.988819,686.779,34757,35150,210.366,0.926015,231.23,191.672,0.00665276,1.20638,0.559361,0.909771,0.827684,0.00281132
SEKER,247,0.776817,0.998774,0.988343,687.872,34761,35171,210.378,0.923181,229.737,192.888,0.00660905,1.19104,0.543203,0.915736,0.838572,0.00286681
SEKER,248,0.752104,0.998226,0.991784,669.475,34766,35054,210.394,0.974756,232.175,190.994,0.00667823,1.21562,0.568579,0.906184,0.821169,0.00277784
SEKER,249,0.783978,0.999016,0.988852,683.109,34771,35163,210.409,0.936369,230.587,192.186,0.00663158,1.19981,0.552574,0.912493,0.832644,0.00283606
SEKER,250,0.76318,0.998986,0.990571,671.947,34772,35103,210.412,0.967764,228.048,194.337,0.00655837,1.17347,0.523256,0.922665,0.851311,0.00293192
SEKER,251,0.780561,0.998903,0.989613,677.726,34774,35139,210.418,0.951385,228.522,193.96,0.00657164,1.17819,0.52878,0.920776,0.847828,0.00291386
SEKER,252,0.726834,0.995921,0.990349,677.348,34787,35126,210.457,0.952803,230.857,192.646,0.00663629,1.19835,0.551034,0.911635,0.831079,0.00282742
SEKER,253,0.784929,0.999617,0.987539,692.19,34792,35231,210.472,0.912512,228.033,194.339,0.00655417,1.17338,0.523151,0.922992,0.851913,0.00293419
SEKER,254,0.747198,0.997567,0.988831,693.537,34794,35187,210.478,0.909023,237.491,186.993,0.00682562,1.27005,0.616479,0.88626,0.785456,0.00259756
SEKER,255,0.784975,0.998979,0.99264,671.293,34794,35052,210.478,0.970264,236.611,187.423,0.00680034,1.26244,0.610371,0.889554,0.791307,0.00262664
SEKER,256,0.784632,0.999449,0.990888,671.796,34800,35120,210.496,0.968979,226.636,195.614,0.00651253,1.15859,0.505002,0.928785,0.862642,0.00298945
SEKER,257,0.789079,0.998096,0.991576,675.857,34841,35137,210.62,0.958497,231.957,191.611,0.00665759,1.21056,0.563576,0.908015,0.824491,0.0027917
SEKER,258,0.787581,0.998765,0.991999,670.201,34841,35122,210.62,0.974743,223.722,198.531,0.00642124,1.12689,0.461005,0.941436,0.886301,0.00311144
SEKER,259,0.761018,0.997878,0.989157,686.633,34847,35229,210.639,0.928808,236.426,188.063,0.00678469,1.25717,0.606034,0.890927,0.793751,0.00263681
SEKER,260,0.772505,0.999005,0.99234,674.295,34850,35119,210.648,0.963192,230.434,192.752,0.00661215,1.19549,0.548003,0.914136,0.835644,0.00284817
SEKER,261,0.79318,0.998844,0.98891,680,34865,35256,210.693,0.947505,224.825,197.678,0.00644845,1.13733,0.476359,0.937141,0.878234,0.003068
SEKER,262,0.765204,0.999285,0.99119,671.541,34878,35188,210.732,0.971888,225.414,197.148,0.00646291,1.14337,0.484835,0.934869,0.873981,0.00304517
SEKER,263,0.78448,0.998559,0.990374,679.271,34878,35217,210.732,0.949894,229.297,193.95,0.00657426,1.18225,0.533428,0.919036,0.844627,0.00289305
SEKER,264,0.769786,0.997999,0.98813,689.973,34879,35298,210.735,0.920682,236.193,188.398,0.00677179,1.25369,0.603128,0.892216,0.796049,0.00264705
SEKER,265,0.792362,0.997809,0.989251,675.467,34879,35258,210.735,0.960651,223.8,198.869,0.00641647,1.12537,0.458682,0.941623,0.886653,0.0031116
SEKER,266,0.792917,0.999183,0.990431,680.065,34882,35219,210.744,0.947786,234.523,189.531,0.00672333,1.23739,0.58897,0.898607,0.807495,0.00270423
SEKER,267,0.799739,0.998471,0.991501,672.664,34883,35182,210.747,0.968785,232.322,191.468,0.00666005,1.21337,0.566372,0.907133,0.82289,0.00278189
SEKER,268,0.763032,0.999535,0.990575,677.7,34895,35227,210.784,0.954769,225.37,197.233,0.00645851,1.14266,0.483848,0.935278,0.874746,0.00304843
SEKER,269,0.762515,0.998223,0.990327,677.462,34911,35252,210.832,0.955878,235.256,189.28,0.00673872,1.2429,0.593856,0.896182,0.803142,0.00268128
SEKER,270,0.771071,0.99944,0.991677,670.061,34911,35204,210.832,0.97711,232.395,191.377,0.00665678,1.21433,0.567317,0.907215,0.823038,0.00278153
SEKER,271,0.774377,0.999441,0.990552,676.03,34912,35245,210.835,0.959959,230.311,193.114,0.00659689,1.19261,0.544911,0.915437,0.838025,0.00285781
SEKER,272,0.712095,0.947687,0.919246,816.638,34924,37992,210.871,0.658074,258.32,181.64,0.00739663,1.42215,0.711032,0.816318,0.666375,0.00202605
SEKER,273,0.757065,0.997613,0.985583,687.791,34934,35445,210.901,0.927994,230.159,193.717,0.0065884,1.18812,0.539998,0.916328,0.839657,0.00286526
SEKER,274,0.786847,0.998233,0.988205,682.571,34936,35353,210.907,0.942296,232.024,192.052,0.00664139,1.20813,0.56113,0.908991,0.826265,0.0027969
SEKER,275,0.760004,0.998878,0.991882,675.172,34945,35231,210.934,0.96331,234.99,189.554,0.00672456,1.2397,0.591032,0.897632,0.805743,0.00269301
SEKER,276,0.797927,0.999259,0.991604,672.491,34958,35254,210.974,0.971367,231.262,192.608,0.00661542,1.20069,0.553488,0.912272,0.83224,0.00282641
SEKER,277,0.803493,0.996923,0.989191,681.462,34960,35342,210.98,0.946015,237.561,187.951,0.00679523,1.26395,0.611597,0.888107,0.788734,0.00260763
SEKER,278,0.755509,0.999182,0.992901,673.319,34968,35218,211.004,0.969257,238.109,187.138,0.00680933,1.27237,0.618311,0.886166,0.785291,0.00259027
SEKER,279,0.743367,0.994711,0.97518,750.395,34968,35858,211.004,0.78037,242.822,184.33,0.00694413,1.31733,0.65096,0.868964,0.755098,0.00244233
SEKER,280,0.782454,0.998859,0.991551,673.194,34971,35269,211.013,0.9697,235.002,189.689,0.0067199,1.23888,0.5903,0.897921,0.806263,0.00269461
SEKER,281,0.785291,0.998955,0.991609,675.203,34980,35276,211.04,0.964186,233.009,191.343,0.0066612,1.21776,0.570665,0.905718,0.820325,0.00276505
SEKER,282,0.757993,0.999362,0.991416,679.687,34995,35298,211.085,0.951914,236.991,188.132,0.00677213,1.25971,0.608132,0.89069,0.793329,0.00262913
SEKER,283,0.79178,0.998632,0.992321,670.696,35022,35293,211.167,0.978362,231.836,192.604,0.00661973,1.2037,0.556609,0.910845,0.829638,0.00281059
SEKER,284,0.798992,0.998237,0.990444,675.649,35031,35369,211.194,0.964318,232.068,192.537,0.00662465,1.20532,0.558274,0.910052,0.828194,0.00280289
SEKER,285,0.800046,0.999298,0.990447,676.65,35042,35380,211.227,0.961769,225.615,197.896,0.0064384,1.14007,0.480231,0.93623,0.876526,0.00305132
SEKER,286,0.777484,0.999121,0.991513,679.396,35049,35349,211.248,0.9542,228.963,195.075,0.00653266,1.17372,0.523552,0.922629,0.851245,0.00291997
SEKER,287,0.777706,0.998621,0.992779,671.731,35059,35314,211.278,0.976379,230.032,194.322,0.00656127,1.18377,0.535143,0.918475,0.843596,0.0028803
SEKER,288,0.77874,0.998505,0.985469,701.948,35062,35579,211.287,0.894204,223.264,200.252,0.00636769,1.11491,0.442172,0.946356,0.89559,0.0031505
SEKER,289,0.788709,0.999055,0.991798,674.509,35066,35356,211.299,0.968547,229.039,195.118,0.00653166,1.17385,0.523708,0.922547,0.851093,0.00291848
SEKER,290,0.752683,0.996918,0.986109,692.225,35069,35563,211.308,0.919684,234.237,191.214,0.00667931,1.225,0.577589,0.902115,0.813811,0.00272872
SEKER,291,0.768444,0.998199,0.991129,677.561,35081,35395,211.345,0.960252,234.795,190.579,0.00669295,1.23201,0.584099,0.900123,0.810221,0.00271022
SEKER,292,0.767613,0.997822,0.987892,687.873,35083,35513,211.351,0.93173,229.65,194.934,0.0065459,1.17809,0.528664,0.920316,0.846982,0.00289666
SEKER,293,0.782701,0.998654,0.988894,685.515,35083,35477,211.351,0.938151,227.985,196.194,0.00649844,1.16204,0.509352,0.927038,0.8594,0.0029606
SEKER,294,0.735457,0.998812,0.983931,693.747,35085,35658,211.357,0.916071,245.935,181.856,0.00700969,1.35236,0.673214,0.8594,0.738569,0.00235864
SEKER,295,0.768946,0.998795,0.989007,678.15,35087,35477,211.363,0.958748,237.294,188.492,0.00676301,1.2589,0.607472,0.890721,0.793384,0.00262595
SEKER,296,0.780251,0.999175,0.989426,688.22,35091,35466,211.375,0.931003,225.852,197.989,0.00643618,1.14073,0.481167,0.935898,0.875906,0.00304595
SEKER,297,0.762367,0.997606,0.989817,685.847,35091,35452,211.375,0.937456,232.504,192.627,0.00662573,1.20702,0.560004,0.909124,0.826506,0.00279194
SEKER,298,0.78272,0.99924,0.98865,687.922,35105,35508,211.417,0.932181,232.376,192.495,0.00661944,1.20718,0.56017,0.909807,0.827748,0.00279768
SEKER,299,0.78743,0.999243,0.988818,688.658,35106,35503,211.42,0.930216,231.113,193.551,0.00658328,1.19406,0.546473,0.914791,0.836843,0.00284387
SEKER,300,0.810388,0.998488,0.990436,680.346,35106,35445,211.42,0.953085,234.364,191.011,0.0066759,1.22697,0.579439,0.9021,0.813784,0.00272714
HOROZ,1206,0.635476,0.992396,0.989566,710.496,33006,33354,204.999,0.821636,283.02,149.624,0.00857482,1.89155,0.848829,0.724326,0.524647,0.00145593
HOROZ,1207,0.672741,0.984348,0.975226,719.325,33263,34108,205.795,0.807832,271.339,158.566,0.00815738,1.7112,0.811477,0.758444,0.575237,0.00166504
HOROZ,1208,0.809867,0.989137,0.982877,706.222,33407,33989,206.24,0.841715,281.535,152.742,0.00842743,1.84321,0.840035,0.732556,0.536639,0.00149706
HOROZ,1209,0.808383,0.996396,0.985157,702.956,33518,34023,206.583,0.852377,277.571,154.306,0.00828126,1.79884,0.83124,0.744251,0.553909,0.00156731
HOROZ,1210,0.808383,0.996396,0.985157,702.956,33518,34023,206.583,0.852377,277.571,154.306,0.00828126,1.79884,0.83124,0.744251,0.553909,0.00156731
HOROZ,1211,0.774072,0.998425,0.990086,689.294,33556,33892,206.7,0.887506,264.631,161.705,0.00788624,1.6365,0.791584,0.781088,0.610098,0.00181071
HOROZ,1212,0.75605,0.991347,0.987456,709.639,33927,34358,207.839,0.846604,285.883,152.42,0.00842642,1.87563,0.846018,0.727008,0.52854,0.00145204
HOROZ,1213,0.799482,0.996847,0.986461,716.75,33954,34420,207.922,0.830549,277.368,156.356,0.00816895,1.77395,0.82597,0.749624,0.561936,0.00159118
HOROZ,1214,0.799482,0.996847,0.986461,716.75,33954,34420,207.922,0.830549,277.368,156.356,0.00816895,1.77395,0.82597,0.749624,0.561936,0.00159118
HOROZ,1215,0.772614,0.995869,0.992102,693.307,34165,34437,208.567,0.893182,272.149,160.503,0.00796574,1.69561,0.807579,0.76637,0.587323,0.00169496
HOROZ,1216,0.75156,0.991292,0.987211,690.131,34196,34639,208.662,0.90224,264.93,165.788,0.00774739,1.598,0.779998,0.787612,0.620332,0.00183901
HOROZ,1217,0.604603,0.990541,0.979849,744.329,34232,34936,208.771,0.776448,296.973,148.167,0.00867531,2.00431,0.866645,0.702998,0.494206,0.00130701
HOROZ,1218,0.703855,0.986237,0.982481,736.459,34377,34990,209.213,0.796491,298.069,148.895,0.0086706,2.00188,0.866296,0.701895,0.492656,0.00129813
HOROZ,1219,0.634196,0.987217,0.989676,707.737,34414,34773,209.326,0.863378,276.494,160.527,0.00803435,1.72242,0.814204,0.757072,0.573157,0.00162809
HOROZ,1220,0.687608,0.992164,0.980384,727.413,34586,35278,209.848,0.821387,283.539,156.536,0.00819809,1.81134,0.833792,0.740103,0.547752,0.00151726
HOROZ,1221,0.692174,0.997532,0.987233,707.965,34952,35404,210.956,0.876311,272.479,163.728,0.00779581,1.66422,0.799339,0.774208,0.599398,0.00172771
HOROZ,1222,0.64141,0.988231,0.982387,733.998,35139,35769,211.519,0.819614,292.611,154.721,0.00832726,1.89122,0.848772,0.722867,0.522537,0.00140254
HOROZ,1223,0.684656,0.989598,0.983129,717.672,35255,35860,211.868,0.860159,268.133,169.169,0.00760554,1.585,0.775853,0.790159,0.624351,0.00182881
HOROZ,1224,0.822182,0.990018,0.982709,741.988,35464,36088,212.495,0.809476,278.139,163.981,0.00784285,1.69617,0.807722,0.763989,0.583679,0.00164817
HOROZ,1225,0.722097,0.994193,0.987048,740.643,35512,35978,212.639,0.813518,294.183,154.596,0.00828404,1.90292,0.850788,0.722812,0.522458,0.00139484
HOROZ,1226,0.779316,0.994113,0.982712,756.893,35755,36384,213.365,0.784292,306.609,149.357,0.00857527,2.05285,0.873331,0.695887,0.484259,0.00124046
HOROZ,1227,0.728609,0.987653,0.979452,743.142,35798,36549,213.493,0.814564,295.108,156.381,0.0082437,1.88711,0.848053,0.723442,0.523368,0.00139289
HOROZ,1228,0.707922,0.997737,0.98908,705.532,35869,36265,213.705,0.905515,264.816,172.85,0.00738288,1.53206,0.757604,0.806993,0.651237,0.00193145
HOROZ,1229,0.76198,0.995184,0.98773,736.997,36143,36592,214.52,0.836185,299.89,154.194,0.00829733,1.94489,0.857689,0.715327,0.511693,0.0013401
HOROZ,1230,0.679223,0.992133,0.985911,731.111,36458,36979,215.452,0.857109,283.699,164.921,0.00778153,1.72021,0.813673,0.75944,0.57675,0.00159669
HOROZ,1231,0.745507,0.991033,0.984013,742.992,36500,37093,215.577,0.830873,295.804,158.53,0.00810423,1.86593,0.844264,0.728781,0.531122,0.00141019
HOROZ,1232,0.704976,0.996625,0.988143,731.806,36584,37023,215.824,0.858438,293.139,159.439,0.00801277,1.83856,0.839148,0.736252,0.542067,0.00145234
HOROZ,1233,0.636236,0.99632,0.990262,748.431,36609,36969,215.898,0.821286,305.302,153.239,0.00833955,1.99233,0.864911,0.707162,0.500078,0.00128646
HOROZ,1234,0.788786,0.99761,0.984793,727.659,36718,37285,216.219,0.871431,271.159,172.824,0.00738489,1.56898,0.77057,0.797391,0.635832,0.00184166
HOROZ,1235,0.711353,0.991248,0.984115,759.261,36799,37393,216.458,0.802165,300.62,157.234,0.00816925,1.91193,0.852314,0.720037,0.518453,0.00135451
HOROZ,1236,0.760929,0.9954,0.98179,747.615,37039,37726,217.162,0.832747,301.802,156.982,0.00814822,1.92253,0.854075,0.719553,0.517756,0.00134739
HOROZ,1237,0.675033,0.992348,0.988065,759.483,37089,37537,217.309,0.808014,304.377,156.343,0.00820666,1.94685,0.858,0.713947,0.50972,0.00131526
HOROZ,1238,0.661401,0.991443,0.987547,748.578,37430,37902,218.306,0.839374,299.056,160.735,0.00798975,1.86056,0.843281,0.729982,0.532873,0.00139946
HOROZ,1239,0.80167,0.988144,0.982709,772.679,37454,38113,218.376,0.788333,297.627,162.149,0.00794648,1.83551,0.838562,0.733721,0.538347,0.00142062
HOROZ,1240,0.624017,0.995572,0.985871,763.682,37471,38008,218.425,0.807384,314.368,152.439,0.00838963,2.06226,0.874567,0.694808,0.482758,0.00120609
HOROZ,1241,0.676949,0.997359,0.985106,766.505,37503,38070,218.518,0.802132,308.161,155.363,0.00821696,1.98349,0.863609,0.709105,0.50283,0.00128155
HOROZ,1242,0.678211,0.993247,0.982236,749.282,37600,38280,218.801,0.841603,299.167,161.112,0.00795657,1.85689,0.842604,0.731366,0.534897,0.00140426
HOROZ,1243,0.796875,0.974729,0.970401,791.577,37736,38887,219.196,0.756797,297.39,165.751,0.0078808,1.7942,0.830276,0.737067,0.543267,0.00143475
HOROZ,1244,0.748054,0.996657,0.989056,727.307,37776,38194,219.312,0.897409,283.072,170.484,0.00749343,1.6604,0.798297,0.774759,0.600251,0.00166543
